Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
AMPI3,"55,00","12,41","2,74","0,247","0,00%","0,177","5,68","0,98","-0,68","1,99","1,73","25,18%","15,11%","1,12","21,22%","22,09%","0,00","240.799.000,00","4,48","14,12%"
NUTR3,"5,21","12,59","1,86","0,341","0,00%","0,611","2,17","6,03","101,92","6,60","6,13","5,65%","2,70%","1,71","13,05%","14,78%","49.078,80","37.072.000,00","0,20","32,93%"
TMGC7,"800,01","12,68","1,63","1,164","0,00%","1,120","6,77","17,85","11,96","16,52","16,52","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
CPLE6,"9,21","12,70","1,13","1,286","4,13%","0,495","7,15","7,82","-1,61","10,45","7,48","16,45%","10,41%","1,39","7,40%","8,86%","150.369.000,00","24.417.600.000,00","0,62","6,54%"
JOPA3,"21,00","12,78","0,38","0,105","2,06%","0,099","0,25","1,83","1,70","6,93","6,18","5,73%","1,09%","2,18","7,77%","2,97%","1.562,84","585.855.000,00","2,14","14,71%"
ENGI3,"13,40","12,80","2,01","1,024","2,26%","0,433","7,43","4,36","-0,94","7,66","6,20","23,48%","10,71%","1,28","11,84%","15,72%","89.951,20","15.247.500.000,00","2,12","11,07%"
GMAT3,"7,15","12,93","1,79","0,558","1,46%","0,956","2,70","10,07","6,58","11,73","9,54","5,55%","4,37%","2,41","12,50%","13,86%","29.605.500,00","8.813.800.000,00","0,45","29,06%"
AVIL3,"0,93","12,97","4,16","2,338","0,00%","2,227","3,89","10,00","9,02","9,40","9,40","23,38%","18,01%","5,14","40,99%","32,03%","0,00","1.106.590.000,00","0,52","1,74%"
TIMS3,"15,78","12,97","1,53","1,573","5,64%","0,703","-15,67","7,40","-2,01","7,37","3,11","21,27%","12,12%","0,81","10,98%","11,77%","116.960.000,00","25.025.200.000,00","0,13","9,66%"
OPCT3,"6,50","13,00","1,56","0,720","0,00%","0,529","10,54","5,07","-1,48","8,82","4,53","14,22%","5,54%","1,20","12,27%","12,01%","4.570.730,00","832.641.000,00","1,43","41,54%"
KLBN11,"20,59","13,01","2,25","1,444","5,12%","0,448","2,21","6,93","-1,01","12,81","6,59","20,85%","11,61%","2,79","8,63%","17,29%","95.360.100,00","11.310.500.000,00","2,96","16,49%"
DXTG4,"3,68","13,02","1,32","0,675","0,00%","0,689","2,44","6,26","7,48","6,33","6,33","10,78%","6,60%","2,77","12,31%","10,10%","0,00","768.999.000,00","0,04","8,30%"
INTB3,"22,65","13,10","2,79","1,807","2,77%","1,449","3,25","14,76","5,39","13,94","11,96","12,24%","13,82%","2,49","18,79%","21,32%","24.287.200,00","2.656.410.000,00","0,36","21,31%"
SFSA4,"4,40","13,10","0,82","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","6,25%","0,00","739.524.000,00","0,00","0,15%"
PTNT4,"6,04","13,13","0,75","0,388","3,51%","0,343","1,12","8,33","5,21","11,42","5,99","4,66%","5,89%","2,50","5,58%","5,70%","26.137,40","387.672.000,00","0,66","9,50%"
ALUP4,"9,93","13,14","1,24","2,858","3,96%","0,327","4,20","4,09","-0,77","7,90","7,38","69,80%","35,31%","1,67","8,97%","9,42%","186.069,00","7.622.200.000,00","1,54","-12,15%"
KLBN4,"4,17","13,18","2,28","1,462","5,06%","0,454","2,23","7,01","-1,02","12,90","6,63","20,85%","11,61%","2,79","8,63%","17,29%","7.294.520,00","11.310.500.000,00","2,96","16,49%"
VIVA3,"20,45","13,18","2,45","2,156","1,82%","1,505","3,64","11,28","6,33","10,95","8,24","19,12%","16,36%","2,96","15,86%","18,60%","68.709.100,00","1.969.940.000,00","0,11","27,47%"
GETI3,"14,45","13,19","3,44","1,916","0,00%","1,314","-15,63","6,98","-3,19","8,20","6,76","27,43%","14,52%","0,71","22,70%","26,09%","0,00","1.601.130.000,00","0,86","13,39%"
GETI4,"14,46","13,20","3,44","1,917","0,00%","1,315","-15,64","6,99","-3,20","8,20","6,76","27,43%","14,52%","0,71","22,70%","26,09%","0,00","1.601.130.000,00","0,86","13,39%"
ALUP3,"9,98","13,21","1,24","2,872","3,94%","0,328","4,22","4,11","-0,77","7,92","7,40","69,80%","35,31%","1,67","8,97%","9,42%","127.631,00","7.622.200.000,00","1,54","-12,15%"
MATD3,"4,66","13,23","1,06","0,793","1,61%","0,339","2,42","4,16","-0,81","6,56","5,28","19,07%","6,88%","2,34","8,81%","8,01%","3.502.020,00","1.681.710.000,00","0,75","48,75%"
KLBN3,"4,19","13,24","2,29","1,469","5,04%","0,456","2,25","7,05","-1,02","12,94","6,65","20,85%","11,61%","2,79","8,63%","17,29%","1.707.820,00","11.310.500.000,00","2,96","16,49%"
ALUP11,"30,04","13,26","1,25","2,882","3,92%","0,329","4,23","4,13","-0,78","7,94","7,41","69,80%","35,31%","1,67","8,97%","9,42%","35.450.400,00","7.622.200.000,00","1,54","-12,15%"
SLCE3,"17,46","13,35","1,57","0,962","5,07%","0,502","2,60","5,36","-2,79","7,51","6,47","17,96%","7,36%","1,67","11,33%","11,73%","37.808.300,00","4.943.790.000,00","1,01","29,06%"
CSAN3,"12,89","13,37","1,17","0,609","3,50%","0,169","1,73","3,26","-0,40","9,94","6,76","18,65%","14,03%","1,79","6,02%","8,74%","144.945.000,00","20.676.800.000,00","3,18","36,66%"
RGEG3,"3,00","13,42","1,60","0,770","0,00%","0,609","-98,28","6,23","-1,76","10,04","11,70","12,36%","5,74%","0,98","11,69%","11,90%","0,00","1.915.180.000,00","1,15","10,09%"
SBFG3,"11,32","13,43","1,06","0,393","1,53%","0,348","1,47","5,16","-2,24","9,63","5,38","7,62%","2,93%","1,84","8,12%","7,89%","17.963.200,00","2.604.860.000,00","1,09","33,64%"
ARZZ3,"49,59","13,45","1,87","1,125","3,90%","0,962","6,84","10,61","-61,53","11,58","7,99","10,60%","8,31%","1,43","11,57%","13,92%","113.416.000,00","2.940.190.000,00","0,37","36,17%"
PNVL3,"9,68","13,45","1,22","0,312","3,40%","0,454","1,92","9,10","-24,63","14,41","6,37","3,43%","2,32%","1,64","7,10%","9,04%","3.632.230,00","1.196.820.000,00","0,93","14,92%"
VAMO3,"7,50","13,78","1,69","1,351","4,26%","0,371","5,23","3,64","-0,74","8,14","6,34","37,08%","9,80%","1,34","12,45%","12,29%","55.798.000,00","4.889.880.000,00","2,59","55,05%"
CPLE11,"50,12","13,82","1,22","1,399","3,28%","0,539","7,79","8,51","-1,75","11,14","7,98","16,45%","10,41%","1,39","7,40%","8,86%","0,00","24.417.600.000,00","0,62","6,54%"
ARCE3,"54,00","14,01","2,60","2,461","0,00%","1,726","11,33","8,89","102,03","9,07","9,07","27,70%","19,46%","1,97","22,04%","18,59%","0,00","13.495.400.000,00","0,17","48,47%"
SBSP3,"74,85","14,21","1,67","1,935","1,92%","0,787","26,07","7,80","-2,15","10,21","7,08","24,82%","13,62%","1,23","11,24%","11,73%","289.021.000,00","30.680.700.000,00","0,72","10,17%"
TFCO4,"10,30","14,22","3,78","2,336","1,86%","2,363","4,86","11,07","6,67","11,21","10,37","21,10%","16,43%","3,00","27,02%","26,61%","2.058.710,00","434.794.000,00","0,24","35,42%"
TMGC11,"900,00","14,26","1,83","1,309","0,00%","1,260","7,62","20,08","13,46","18,75","18,75","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
TNCP4,"182,60","14,42","2,49","3,091","0,00%","1,696","52,65","11,85","-22,30","11,88","8,72","26,08%","21,44%","1,15","16,48%","17,29%","0,00","13.081.500.000,00","0,09","97,79%"
BPAN4,"8,18","14,43","1,29","0,000","2,63%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","8,92%","14.443.000,00","8.062.790.000,00","0,00","13,83%"
B3SA3,"10,39","14,44","2,90","5,805","5,31%","1,194","6,47","11,12","-5,79","10,57","8,70","52,19%","40,22%","1,93","16,68%","20,09%","521.593.000,00","19.875.000.000,00","0,71","7,42%"
VIVT3,"44,49","14,44","1,07","1,389","5,52%","0,594","307,77","9,64","-2,32","11,18","4,04","14,41%","9,64%","1,01","7,08%","7,41%","124.035.000,00","68.664.700.000,00","0,27","5,12%"
ONCO3,"5,80","14,50","1,33","0,541","0,00%","0,313","4,39","4,23","-0,79","10,27","7,52","12,78%","5,16%","1,28","8,54%","9,17%","47.697.500,00","2.300.490.000,00","2,08","39,74%"
TNCP3,"184,85","14,59","2,52","3,129","0,00%","1,717","53,30","12,00","-22,58","12,03","8,83","26,08%","21,44%","1,15","16,48%","17,29%","0,00","13.081.500.000,00","0,09","97,79%"
TUPY4,"48,21","14,61","2,00","0,623","0,00%","0,647","2,03","7,71","-10,82","10,32","7,35","8,08%","4,25%","2,07","12,09%","13,71%","0,00","3.471.280.000,00","1,22","27,50%"
KSSA3,"5,33","14,66","1,40","0,916","0,00%","0,406","1,72","5,62","6,73","12,30","12,30","16,31%","8,42%","1,47","7,67%","9,58%","0,00","553.026.000,00","1,80","40,68%"
VIVT4,"45,34","14,72","1,09","1,416","0,00%","0,605","313,65","9,83","-2,37","11,37","4,10","14,41%","9,64%","1,01","7,08%","7,41%","0,00","68.664.700.000,00","0,27","5,12%"
DMVF3,"7,00","14,76","0,41","0,194","0,00%","0,222","5,51","16,36","-1,55","15,82","2,65","1,19%","1,32%","1,15","1,71%","2,75%","1.255.930,00","871.887.000,00","0,05","23,68%"
ELUM4,"47,90","14,79","1,99","1,251","0,00%","1,178","3,07","19,64","3,34","14,90","14,90","6,37%","8,46%","2,02","9,40%","13,47%","0,00","443.231.000,00","0,08","8,40%"
TCOC3,"38,85","14,90","1,80","2,225","0,00%","1,307","3,78","14,48","4,39","12,23","12,23","15,37%","14,93%","2,53","13,98%","12,06%","0,00","2.812.920.000,00","0,04","16,71%"
CEAB3,"9,65","14,91","0,97","0,429","0,00%","0,335","2,41","4,65","-1,63","5,42","2,52","9,22%","2,88%","1,45","9,82%","6,48%","37.754.100,00","3.080.260.000,00","0,55","10,95%"
RDCD3,"35,16","15,07","14,74","7,936","0,00%","0,925","21,14","13,40","22,70","14,25","14,26","59,23%","52,65%","1,05","6,97%","97,78%","0,00","1.605.520.000,00","1,04","12,16%"
BOAS3,"7,95","15,22","1,83","4,929","0,00%","1,699","3,34","25,60","3,54","18,69","8,52","19,25%","32,39%","12,37","12,76%","12,04%","0,00","2.298.770.000,00","0,00","10,99%"
PORT3,"14,63","15,29","2,62","2,577","5,47%","1,083","50,34","9,61","-2,61","13,12","9,18","26,83%","17,01%","1,14","12,30%","17,14%","12.767.000,00","2.454.870.000,00","1,10","-3,23%"
TMGC13,"966,14","15,31","1,96","1,406","0,00%","1,353","8,18","21,56","14,45","20,23","20,23","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
BEMA3,"10,80","15,32","1,22","1,293","0,00%","0,808","3,18","14,34","11,45","14,43","8,11","9,01%","8,44%","2,66","6,96%","7,95%","0,00","457.342.000,00","0,19","10,58%"
EQTL3,"29,27","15,38","1,57","0,828","1,53%","0,335","5,43","3,68","-0,66","7,52","6,20","22,51%","7,78%","1,36","10,50%","10,24%","207.220.000,00","21.396.000.000,00","2,07","22,45%"
LUXM4,"13,99","15,45","2,33","2,088","1,59%","1,696","-114,25","11,67","-11,27","11,45","7,40","17,90%","13,52%","0,89","15,72%","15,05%","975,79","125.057.000,00","0,02","6,04%"
FLRY3,"14,21","15,62","1,50","1,089","4,10%","0,665","6,38","7,44","-2,24","10,61","6,24","14,64%","6,94%","1,68","10,28%","9,61%","38.715.900,00","5.183.220.000,00","0,81","24,22%"
ESTC11,"23,50","15,72","0,76","0,457","0,00%","0,252","3,26","2,99","-0,59","8,38","4,19","15,29%","2,94%","1,48","9,46%","4,82%","0,00","3.197.080.000,00","1,62","10,00%"
ILMD3,"29,00","15,73","2,63","0,683","0,00%","1,395","5,70","14,13","7,53","13,13","13,13","4,84%","4,92%","1,60","12,52%","16,69%","0,00","658.715.000,00","0,02","0,65%"
CRTP5,"62,10","15,98","1,71","1,748","0,00%","1,127","3,98","14,09","5,88","12,48","12,48","12,40%","10,94%","2,14","12,36%","10,68%","0,00","1.210.570.000,00","0,12","10,11%"
ILMD4,"30,00","16,28","2,72","0,707","0,00%","1,443","5,89","14,62","7,79","13,62","13,62","4,84%","4,92%","1,60","12,52%","16,69%","0,00","658.715.000,00","0,02","0,65%"
DURA4,"31,39","16,35","2,22","2,182","0,00%","1,224","17,24","10,12","-10,49","11,47","11,47","21,56%","13,39%","1,27","14,38%","13,59%","0,00","1.789.980.000,00","0,52","10,94%"
IGTI3,"2,63","16,37","1,31","4,730","2,14%","0,713","5,19","8,96","-3,43","11,79","9,18","52,78%","29,16%","2,26","10,05%","7,98%","113.287,00","4.234.480.000,00","0,79","14,49%"
DESK3,"14,79","16,56","1,34","1,654","0,28%","0,530","24,01","5,14","-1,27","7,59","4,92","32,21%","11,35%","1,14","11,91%","8,07%","2.618.670,00","1.279.210.000,00","0,92","51,81%"
DURA3,"31,90","16,62","2,26","2,218","0,00%","1,244","17,52","10,29","-10,66","11,64","11,64","21,56%","13,39%","1,27","14,38%","13,59%","0,00","1.789.980.000,00","0,52","10,94%"
DPPI3,"85,00","16,65","4,99","-1,453","0,00%","3,753","8,70","190,72","9,75","177,18","177,18","-0,76%","-5,04%","3,14","3,00%","29,97%","0,00","545.227.000,00","0,06","15,14%"
BSLI3,"9,44","16,73","1,33","0,000","1,75%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","7,93%","29.952,30","2.582.440.000,00","0,00","5,39%"
FESA3,"13,86","16,75","1,52","2,197","3,39%","1,197","4,38","18,96","7,44","17,27","9,44","11,59%","13,13%","3,82","7,88%","9,05%","4.587,84","3.231.320.000,00","0,08","18,14%"
BPAC3,"15,56","16,95","3,45","0,000","1,67%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","20,33%","129.023,00","51.962.100.000,00","0,00","51,65%"
TIMP3,"13,46","17,13","1,43","1,903","0,00%","0,818","15,37","9,79","-3,78","9,72","3,77","19,44%","11,11%","1,34","9,67%","8,33%","0,00","22.847.800.000,00","0,14","2,29%"
CCRO3,"12,03","17,16","1,89","1,263","3,51%","0,431","6,14","4,31","-0,80","8,59","6,69","29,29%","8,16%","1,47","11,84%","11,02%","97.913.600,00","12.847.700.000,00","2,50","16,01%"
IGTA3,"33,13","17,22","1,54","5,580","0,00%","0,937","8,26","10,74","-6,48","12,46","9,63","51,96%","32,72%","1,85","10,95%","8,94%","0,00","3.754.160.000,00","0,58","11,34%"
BMTO4,"7,57","17,27","2,07","0,000","0,00%","2,030","0,00","-2.625,16","0,00","-2.624,05","-1.477,48","0,00%","0,00%","0,00","0,00%","12,00%","0,00","1.046.320.000,00","0,00","0,00%"
WHRL3,"4,49","17,41","3,01","0,581","7,58%","0,751","25,98","8,29","-12,99","7,69","6,36","7,02%","3,36%","1,04","23,08%","17,31%","6.034,88","2.239.720.000,00","0,60","8,48%"
WHRL4,"4,50","17,45","3,02","0,583","8,32%","0,753","26,04","8,30","-13,02","7,71","6,38","7,02%","3,36%","1,04","23,08%","17,31%","26.892,40","2.239.720.000,00","0,60","8,48%"
IGTI11,"19,72","17,54","1,40","5,066","2,00%","0,764","5,56","9,60","-3,67","12,43","9,68","52,78%","29,16%","2,26","10,05%","7,98%","85.962.200,00","4.234.480.000,00","0,79","14,49%"
BFIT4,"0,93","17,55","1,96","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,15%","0,00","1.849.420.000,00","0,00","35,67%"
GGPS3,"17,24","17,65","3,68","1,041","1,84%","1,105","3,88","11,31","-6,35","12,23","9,65","9,20%","5,95%","2,19","12,27%","20,83%","37.061.700,00","3.165.810.000,00","0,92","24,55%"
BMGB11,"33,60","17,74","1,23","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","6,93%","0,00","3.985.940.000,00","0,00","-12,10%"
BMTO3,"7,82","17,84","2,14","0,000","0,00%","2,097","0,00","-2.711,85","0,00","-2.710,74","-1.526,30","0,00%","0,00%","0,00","0,00%","12,00%","0,00","1.046.320.000,00","0,00","0,00%"
ARML3,"9,88","18,00","2,69","2,349","2,74%","0,725","3,10","6,91","-2,20","10,01","7,26","33,99%","13,05%","2,40","16,06%","14,96%","8.574.400,00","1.270.840.000,00","2,27","65,29%"
UCOP4,"6,50","18,01","1,30","19,050","0,00%","0,844","5,14","22,70","-8,61","24,17","41,56","83,92%","110,51%","13,37","3,91%","7,23%","0,00","972.713.000,00","0,16","9,25%"
MYPK3,"11,43","18,05","0,46","0,121","0,77%","0,122","0,69","2,20","-0,58","7,15","4,52","5,50%","1,29%","1,54","7,98%","2,57%","15.806.100,00","3.787.200.000,00","1,65","14,35%"
ELET3,"34,69","18,23","0,71","2,183","1,16%","0,303","4,87","7,93","-0,75","12,19","8,91","27,52%","11,78%","1,57","4,13%","3,90%","291.683.000,00","112.582.000.000,00","0,54","6,61%"
BSLI4,"10,30","18,25","1,45","0,000","1,76%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","7,93%","23.756,40","2.582.440.000,00","0,00","5,39%"
AFLT3,"7,49","18,44","1,81","7,878","6,08%","1,583","9,24","15,54","15,55","15,09","14,99","50,70%","42,71%","4,16","10,80%","9,80%","2.810,40","261.489.000,00","0,00","18,27%"
BFIT3,"0,98","18,49","2,06","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,15%","0,00","1.849.420.000,00","0,00","35,67%"
SRNA3,"8,41","18,55","0,98","1,667","0,00%","0,276","-13,75","5,83","-0,46","17,10","10,79","28,59%","8,97%","0,85","5,12%","5,27%","18.675.500,00","5.362.680.000,00","2,11","26,38%"
TMCP3,"56,00","18,58","1,38","1,525","0,00%","0,937","3,85","24,25","4,74","19,68","19,68","6,29%","9,75%","2,30","5,54%","7,44%","0,00","1.798.930.000,00","0,03","10,49%"
STBP3,"13,06","18,62","5,09","4,796","5,08%","2,309","-160,50","12,04","-6,11","12,14","9,77","39,84%","25,76%","0,92","21,75%","27,33%","62.000.800,00","2.218.490.000,00","0,24","27,20%"
USIM6,"14,00","18,84","0,74","0,659","2,02%","0,445","1,43","126,23","4,13","128,42","14,22","0,52%","4,25%","3,55","0,45%","3,91%","268,07","23.843.300.000,00","0,25","17,54%"
SMLE3,"92,82","18,88","21,91","6,635","0,00%","6,477","-124,00","16,50","-42,31","16,32","13,20","40,22%","35,14%","0,91","46,17%","116,04%","0,00","524.731.000,00","0,00","36,83%"
TMCP4,"58,20","19,31","1,44","1,585","0,00%","0,973","4,00","25,21","4,92","20,63","20,63","6,29%","9,75%","2,30","5,54%","7,44%","0,00","1.798.930.000,00","0,03","10,49%"
AUTM3,"19,70","20,00","1,90","0,709","0,00%","0,547","4,08","6,78","-2,42","8,22","8,99","10,47%","4,31%","1,48","11,93%","9,50%","0,00","1.304.250.000,00","0,97","28,21%"
AEDU11,"37,35","20,13","1,13","1,405","0,00%","0,732","5,77","13,93","-7,31","16,14","10,82","10,08%","6,98%","2,04","5,77%","5,60%","0,00","2.415.400.000,00","0,30","20,90%"
JPSA3,"29,02","20,27","1,93","4,667","0,29%","0,468","2,34","12,96","-1,68","20,35","12,83","36,02%","46,31%","5,31","4,56%","9,51%","7.666.510,00","1.762.140.000,00","1,94","1,01%"
ELET6,"38,91","20,45","0,80","2,448","4,69%","0,340","5,46","8,90","-0,84","13,15","9,61","27,52%","11,78%","1,57","4,13%","3,90%","68.316.400,00","112.582.000.000,00","0,54","6,61%"
ASAI3,"10,79","20,90","3,10","0,213","0,00%","0,350","-3,59","3,01","-0,62","5,37","4,07","7,06%","1,02%","0,77","17,69%","14,86%","123.580.000,00","4.698.000.000,00","3,40","28,64%"
LAME4,"6,55","20,99","1,89","0,476","0,00%","0,282","1,19","7,32","-4,32","11,24","5,46","6,51%","2,51%","1,72","6,53%","9,02%","0,00","6.514.640.000,00","2,54","9,72%"
BAUH4,"78,49","21,07","3,73","1,815","1,04%","2,394","24,67","29,06","30,68","26,93","19,10","6,25%","8,62%","1,29","13,85%","17,71%","16.615,90","109.814.000,00","0,03","5,13%"
PTNT3,"9,75","21,20","1,21","0,627","2,18%","0,554","1,80","13,44","8,42","16,54","8,67","4,66%","5,89%","2,50","5,58%","5,70%","3.353,21","387.672.000,00","0,66","9,50%"
LAME3,"6,62","21,22","1,91","0,481","0,00%","0,285","1,20","7,40","-4,37","11,32","5,49","6,51%","2,51%","1,72","6,53%","9,02%","0,00","6.514.640.000,00","2,54","9,72%"
JOPA4,"34,98","21,28","0,63","0,175","1,36%","0,165","0,42","3,05","2,84","8,15","7,27","5,73%","1,09%","2,18","7,77%","2,97%","81,35","585.855.000,00","2,14","14,71%"
CPLE5,"15,50","21,37","1,89","2,164","3,10%","0,834","12,04","13,15","-2,71","15,79","11,30","16,45%","10,41%","1,39","7,40%","8,86%","1.640,81","24.417.600.000,00","0,62","6,54%"
EMBR3,"37,87","21,66","2,01","1,045","0,00%","0,521","2,82","13,08","-3,00","15,76","10,16","7,99%","4,93%","1,51","5,15%","9,30%","237.068.000,00","13.924.100.000,00","0,94","21,18%"
YDUQ3,"10,84","21,75","1,05","0,632","5,06%","0,349","4,51","4,14","-0,82","9,53","4,76","15,29%","2,94%","1,48","9,46%","4,82%","72.501.800,00","3.197.080.000,00","1,62","10,00%"
SOND3,"46,01","22,09","1,95","0,689","9,97%","1,172","3,20","4,71","4,68","3,49","2,98","14,64%","3,17%","2,29","36,75%","8,83%","0,00","58.004.000,00","0,00","30,94%"
RENT3,"41,70","22,17","1,72","1,453","3,62%","0,559","18,27","7,30","-1,25","12,43","7,03","19,91%","6,55%","1,16","9,69%","7,76%","442.470.000,00","26.001.000.000,00","1,61","33,58%"
CRTP3,"86,50","22,26","2,38","2,435","0,00%","1,570","5,55","19,63","8,19","18,02","18,02","12,40%","10,94%","2,14","12,36%","10,68%","0,00","1.210.570.000,00","0,12","10,11%"
ALOS3,"20,83","22,48","0,81","4,135","5,68%","0,415","13,77","8,96","-1,31","7,06","4,63","46,15%","22,75%","1,29","5,09%","3,61%","104.456.000,00","13.917.200.000,00","0,00","33,94%"
BSCT6,"2,58","22,49","2,04","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,05%","0,00","212.960.000,00","0,00","1,92%"
RSIP4,"0,44","22,70","1,32","0,875","0,00%","0,433","-10,98","9,53","-1,46","18,48","33,21","9,17%","3,85%","0,90","5,00%","5,80%","0,00","66.914.000,00","1,40","15,13%"
RSIP3,"0,44","22,70","1,32","0,875","0,00%","0,433","-10,98","9,53","-1,46","18,48","33,21","9,17%","3,85%","0,90","5,00%","5,80%","0,00","66.914.000,00","1,40","15,13%"
ELMD3,"17,44","22,82","2,74","2,457","0,50%","1,080","-117,45","10,60","-3,81","12,74","8,06","23,18%","13,47%","0,96","12,43%","12,00%","1.074.960,00","891.681.000,00","0,85","67,36%"
ELCA4,"20,20","22,91","10,47","2,534","0,00%","1,502","39,91","9,30","-3,00","11,45","9,74","27,25%","15,28%","1,15","18,90%","45,71%","0,00","4.069.810.000,00","3,12","11,22%"
TVIT3,"19,30","23,46","5,45","1,705","0,00%","2,424","175,42","16,02","-12,72","17,14","17,14","10,64%","7,27%","1,04","17,58%","23,24%","0,00","314.984.000,00","0,56","0,00%"
RDOR3,"26,35","23,69","2,60","1,271","1,91%","0,662","2,10","9,15","-2,60","9,57","7,79","13,89%","5,55%","2,95","11,26%","10,99%","232.886.000,00","23.165.100.000,00","1,46","36,70%"
TMGC3,"1.500,00","23,77","3,05","2,182","0,00%","2,101","12,70","33,47","22,43","32,14","32,14","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
POWE3,"10,90","23,92","0,99","0,618","0,00%","0,378","6,57","17,61","-3,01","10,63","10,01","3,51%","2,59%","1,13","3,54%","4,13%","0,00","988.330.000,00","0,04","0,00%"
TSEP4,"29,01","23,97","1,30","1,282","0,00%","0,906","3,80","14,82","4,43","12,29","12,29","8,65%","5,35%","1,88","9,10%","5,43%","0,00","2.047.020.000,00","0,00","4,50%"
TOTS3,"29,83","23,99","3,85","3,933","1,48%","2,040","9,45","11,20","-32,49","10,66","9,04","35,12%","16,97%","2,36","26,07%","16,03%","126.835.000,00","4.786.840.000,00","0,35","19,24%"
JALL3,"6,84","24,39","1,00","1,087","6,28%","0,310","1,50","8,24","-0,83","19,94","3,93","13,20%","4,46%","2,88","4,60%","4,10%","3.917.980,00","2.074.760.000,00","1,94","21,86%"
ELEK3,"19,11","24,46","2,66","0,619","0,34%","1,067","3,75","52,11","-110,34","65,77","26,15","1,19%","2,53%","1,94","2,52%","10,87%","0,00","226.327.000,00","0,99","5,69%"
MAGS3,"62,45","24,49","3,13","2,217","0,00%","2,120","4,90","15,02","6,65","14,19","14,19","14,76%","8,91%","3,06","18,74%","12,78%","0,00","848.546.000,00","0,13","10,05%"
CRUZ3,"27,59","25,31","22,46","6,614","0,00%","7,185","62,03","20,74","124,93","20,75","19,27","31,89%","26,13%","1,19","46,80%","88,76%","0,00","1.877.350.000,00","0,63","3,04%"
VTRU3,"14,07","25,56","0,83","0,933","0,00%","0,323","15,36","2,70","-0,65","5,43","4,16","34,57%","3,65%","1,22","13,03%","3,26%","303.220,00","2.262.390.000,00","1,01","27,71%"
MERC4,"9,83","25,66","0,72","0,000","5,39%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","2,80%","2.044,81","246.215.000,00","0,00","-9,69%"
PNVL4,"18,62","25,87","2,34","0,601","0,00%","0,874","3,70","17,51","-47,37","22,82","10,08","3,43%","2,32%","1,64","7,10%","9,04%","0,00","1.196.820.000,00","0,93","14,92%"
TNLP4,"20,36","25,96","0,71","0,344","0,00%","0,125","1,29","3,40","-0,33","9,07","9,07","10,12%","-0,07%","1,48","4,58%","2,72%","0,00","13.736.000.000,00","2,02","15,39%"
MSPA4,"37,00","26,02","0,28","1,420","0,86%","0,165","4,38","-15,91","-0,51","-23,54","19,04","-8,93%","5,46%","1,68","-1,09%","1,09%","0,00","831.884.000,00","0,20","13,25%"
HGTX4,"9,60","26,11","0,92","1,070","0,00%","0,635","1,92","27,10","2,54","28,00","11,15","3,95%","4,10%","2,47","3,00%","3,51%","0,00","1.704.940.000,00","0,12","-4,62%"
NINJ3,"4,49","26,28","0,81","3,655","0,00%","0,758","0,83","-12,58","0,83","2,67","3,18","-29,06%","13,91%","17,48","-109,79%","3,07%","263.728,00","283.323.000,00","0,00","-0,37%"
SOND6,"55,00","26,40","2,33","0,823","9,17%","1,401","3,82","5,63","5,59","4,41","3,77","14,64%","3,17%","2,29","36,75%","8,83%","825,58","58.004.000,00","0,00","30,94%"
PATI3,"26,00","26,44","0,73","0,338","0,17%","0,390","0,87","9,65","1,38","10,37","8,58","3,50%","1,28%","2,52","6,64%","2,75%","245,95","855.442.000,00","0,47","13,99%"
AMBV4,"86,80","26,59","8,74","8,027","0,00%","5,253","144,02","20,54","-37,72","20,36","18,35","39,08%","30,76%","1,18","32,43%","32,88%","0,00","31.105.700.000,00","0,10","21,73%"
